"","g_model2"
"509",-33.6088867592291
"510",29.0127103481104
"511",-23.5314086805208
"512",-71.3966757364838
"513",79.9880371910544
"514",6.59719232189018
"515",237.624456448368
"516",273.536958245256
"517",103.223334363416
"518",-64.8056633911997
"519",39.2411268542392
"520",188.644024465313
"521",155.869901963352
"522",108.188072362742
"523",44.8503085643487
"524",94.0762059511144
"525",21.5968741006846
"526",261.843807759454
"527",-1.55341142492277
"528",139.383696573458
"529",13.0244540735785
"530",201.895031737552
"531",176.244288310268
"532",143.922239198789
"533",262.8429927792
"534",262.338691224804
"535",95.5039721051871
"536",40.5330862967951
"537",30.2542893239099
"538",196.720528599118
"539",-100.217106621982
"540",27.1185797096547
"541",84.1641374089822
"542",35.7594251785843
"543",103.457462670943
"544",78.7955850765766
"545",-60.5572801586239
"546",19.1632283625064
"547",72.1360323175147
"548",92.7629859248366
"549",109.429458665655
"550",137.418151796182
"551",214.709973594861
"552",152.719763138249
"553",110.328495197968
"554",23.9533544705179
"555",129.816198315283
"556",60.0104966045376
"557",72.1360323175147
"558",146.721325060058
"559",128.156606679461
"560",60.7315457279993
"561",56.2100622565534
"562",114.45209783023
"563",81.8839880592649
"564",84.1954052019236
"565",273.536958245256
"566",96.038937356411
"567",156.423099175293
"568",35.6157490944153
"569",134.45089849044
"570",-23.2651388165902
"571",237.172745137484
"572",166.549157902203
"573",15.9856812122991
"574",155.283027728192
"575",23.8994532539237
"576",227.1798733863
"577",-35.8449540634974
"578",25.6245505530257
"579",163.724468124376
"580",48.8805866755742
"581",224.361689645953
"582",201.373907030071
"583",138.200681482936
"584",274.729577602484
"585",61.7058710474581
"586",46.6671856250519
"587",91.704333031546
"588",178.004604786997
"589",274.729577602484
"590",177.071576166575
"591",138.862571865975
"592",-1.1510539662025
"593",150.525365421836
"594",57.3651358227983
"595",120.925864595114
"596",40.6653639522163
"597",44.3143703068161
"598",185.672587007527
"599",224.38078752503
"600",72.563762631718
"601",115.74315454931
"602",40.5330862967951
"603",238.255358479549
"604",237.302054722911
"605",-44.4037687100617
"606",39.7419283146376
"607",72.563762631718
"608",248.820014360177
"609",189.080089880245
"610",24.6295152496203
"611",15.1231830421999
"612",-0.730570117444707
"613",25.5237396383528
"614",140.947070695905
"615",12.883490305022
"616",84.1954052019236
"617",178.93763340742
"618",67.4358313843732
"619",13.9974182126641
"620",-15.3110557210515
"621",11.31130252333
"622",120.938325580807
"623",60.6654069002883
"624",212.197182081554
"625",-45.2431360721883
"626",84.3370666327116
"627",249.466562287311
"628",125.826786067327
"629",77.6627577645911
"630",224.38078752503
"631",19.2282968737746
"632",104.876839674853
"633",236.717669070077
"634",49.3783995675811
"635",81.408066007907
"636",57.2989969950878
"637",199.793153225379
"638",9.43558720287613
"639",150.617884626075
"640",179.870662027844
"641",-14.9349879665235
"642",26.1229539256408
"643",-17.0485900461144
"644",25.6251410336341
"645",274.729577602484
"646",138.862571865975
"647",133.13538158693
"648",32.0148795176705
"649",3.40892061750092
"650",-40.4079482716977
"651",175.962278559208
"652",60.5083094965444
"653",199.644745760873
"654",109.294466786624
"655",25.6245505530257
"656",96.8547585689323
"657",-7.43047496035942
"658",188.256095709034
"659",44.3143703068161
"660",188.385405294461
"661",19.2282968737746
"662",68.8392805629427
"663",191.164588710174
"664",94.0762059511144
"665",177.071576166575
"666",97.3138592162956
"667",50.3740253515948
"668",83.9652414800546
"669",56.0760776921699
"670",134.990727146106
"671",139.168974022245
"672",114.908902447797
"673",200.032674517153
"674",56.0760776921699
"675",261.501760266283
"676",110.287862921886
"677",126.326389656585
"678",44.3143703068161
"679",201.659210466226
"680",61.0061223885511
"681",8.25775815365378
"682",49.1311709507351
"683",82.8358321619802
"684",126.74147318309
"685",190.298421936823
"686",212.197182081554
"687",20.3871566967007
"688",127.133300106008
"689",175.574349802928
"690",155.62139205096
"691",213.667724179897
"692",-20.083505578375
"693",102.355846188667
"694",166.549157902203
"695",107.867064934347
"696",49.1311709507351
"697",74.6250967775479
"698",80.1837512507761
"699",120.385128368865
"700",176.006608760449
"701",44.180385742433
"702",111.559210329777
"703",9.75865655357315
"704",274.729577602484
"705",75.1389754004113
"706",150.584740805916
"707",18.0320079168736
"708",24.6295152496203
"709",176.006608760449
"710",98.5715670813943
"711",175.186421046649
"712",19.2282968737746
"713",150.728096332425
"714",71.6382194255079
"715",112.004671434348
"716",150.617884626075
"717",69.1301456067946
"718",57.0309153533704
"719",225.961541329722
"720",-42.8319564736723
"721",21.7441141580671
"722",175.186421046649
"723",-51.2473438495579
"724",79.235135177972
"725",84.2800584722096
"726",42.3485689048163
"727",22.3829693026821
"728",114.072142029158
"729",139.848686808743
"730",76.8557839128733
"731",18.6265665029396
"732",47.4143624382729
"733",1.89449167722299
"734",3.23174440268006
"735",-18.4926889592669
"736",72.6338452095212
"737",160.838711209502
"738",11.2926736859144
"739",165.534704995557
"740",212.086970375205
"741",55.8081085634032
"742",127.898376263752
"743",261.499441825436
"744",-5.99127179425468
"745",-32.6633208252818
"746",32.1227230390285
"747",11.2926736859144
"748",86.8552712409028
"749",144.855267819213
"750",103.616342931759
"751",70.1676922187734
"752",92.0056967782889
"753",-45.2703343677344
"754",193.097507798092
"755",-16.901872340159
"756",135.415999615322
"757",44.3143703068161
"758",122.141132101395
"759",105.137437384499
"760",162.892603896824
"761",102.739188093762
"762",90.5421320876395
"763",114.77486201
"764",81.4442479938697
"765",-16.901872340159
"766",261.372450680858
"767",236.655506795779
"768",165.710787637171
"769",-8.95354318201941
"770",174.744821156284
"771",74.1272838855417
"772",188.037840465278
"773",104.364735637533
"774",55.5401394346365
"775",170.375930739287
"776",141.123153337519
"777",51.7491447720899
"778",99.8348527024813
"779",140.425945988423
"780",188.404689604692
"781",175.445040217502
"782",7.41819495772009
"783",66.8998931268403
"784",75.7481126459808
"785",285.744530204875
"786",152.719763138249
"787",103.016956328423
"788",114.290715740346
"789",213.953027616053
"790",22.1477468904601
"791",236.655506795779
"792",136.381100740203
"793",10.0531366683393
"794",126.80084856717
"795",67.9717696419062
"796",151.527412118253
"797",-33.2045649968002
"798",200.698506754518
"799",227.52491545217
"800",138.523445662707
"801",262.338691224804
"802",64.0979556331994
"803",127.294682195892
"804",176.786272730419
"805",215.752223009826
"806",225.313816145455
"807",126.971918016123
"808",140.298648651439
"809",-54.5374798703475
"810",226.482666037204
"811",176.405670400153
"812",37.2522733739956
"813",-8.95354318201941
"814",150.598786746998
"815",90.6395503481754
"816",80.1837512507761
"817",73.1316581015286
"818",200.808532029712
"819",64.6859651810067
"820",138.523445662707
"821",163.280532653102
"822",-2.73124047414519
"823",151.527412118253
"824",-22.3236921069219
"825",114.299959037515
"826",-15.2769667231755
"827",72.6207707922201
"828",16.065123543238
"829",44.7163239999662
"830",110.328495197968
"831",237.172745137484
"832",114.908902447797
"833",59.0483407753982
"834",92.0056967782889
"835",-29.5685526938378
"836",76.4022610214984
"837",158.082113589461
"838",140.33077040233
"839",33.9325441418154
"840",4.95079124748384
"841",235.085058457759
"842",94.8302043286069
"843",162.911701775901
"844",126.26995513662
"845",214.709973594861
"846",-1.28714156099219
"847",-71.3966757364838
"848",69.2158481160581
"849",6.59719232189018
"850",107.930883475784
"851",-10.1498321389204
"852",178.870771560348
"853",10.6318761597768
"854",89.3790536050826
"855",-10.1498321389204
"856",121.460805310945
"857",28.1142054936673
"858",129.816198315283
"859",-68.1836122100954
"860",62.5642753036888
"861",249.078633531031
"862",155.325386675662
"863",63.4254684379147
"864",93.1243618483982
"865",-18.4926889592669
"866",75.9973796566426
"867",132.561450669387
"868",59.5126837125307
"869",139.007591932361
"870",61.0061223885511
"871",85.7550067065118
"872",152.334322567678
"873",128.424356825085
"874",14.4743069241301
"875",153.240887845731
"876",18.0320079168736
"877",33.9325441418154
"878",177.3073974379
"879",163.885850214261
"880",65.9464619240996
"881",77.5950883738893
"882",80.5626285910579
"883",142.056181957942
"884",224.878927987659
"885",310.526302960234
"886",114.849527063716
"887",144.22604316917
"888",25.6245505530257
"889",-44.4037687100617
"890",25.6251410336341
"891",236.655506795779
"892",261.372450680858
"893",249.466562287311
"894",54.3900300627309
"895",-32.7721689793129
"896",-3.94598933872439
"897",92.5140233442728
"898",19.1632283625064
"899",90.380749997754
"900",188.126786123607
"901",115.420390369539
"902",84.2800584722096
"903",166.05582970304
"904",101.378980612636
"905",114.434985499924
"906",79.9880371910544
"907",102.255041824108
"908",65.9464619240996
"909",126.649153836353
"910",-48.1113528175694
"911",176.786272730419
"912",186.260579164036
"913",127.089879423632
"914",104.65493204421
"915",52.3159975474755
"916",64.281083816151
"917",60.5083094965444
"918",224.232380060525
"919",2.9291862287994
"920",204.458296327496
"921",62.0017481725651
"922",72.4478415684907
"923",114.908902447797
"924",-24.7092377297435
"925",158.353494648123
"926",94.4210405774536
"927",249.506926214407
"928",111.632951016221
"929",187.738857367328
"930",57.2989969950878
"931",93.1605438343611
"932",15.6394300030728
"933",15.5296117497186
"934",-2.7260016240835
"935",90.5421320876395
"936",101.378980612636
"937",128.438824282957
"938",190.298421936823
"939",114.299959037515
"940",72.3892597279931
"941",106.52848072692
"942",-22.3654495054332
"943",-40.4079482716977
"944",273.666267830683
"945",173.378769857701
"946",165.013580288075
"947",47.3320449349067
"948",20.733613530342
"949",139.257096096674
"950",56.4780313853189
"951",91.704333031546
"952",78.7955850765766
"953",167.098079118006
"954",38.248489638618
"955",62.4995610645717
"956",153.240887845731
"957",43.8994962019968
"958",180.434145682796
"959",-62.0422258003905
"960",66.0177528837009
"961",215.231098302344
"962",96.5442135685614
"963",83.7876762646956
"964",75.9973796566426
"965",132.582184374988
"966",127.133300106008
"967",26.1229539256408
"968",106.52848072692
"969",162.911701775901
"970",78.3936313834267
"971",39.7419283146376
"972",-13.7202391019444
"973",215.231098302344
"974",249.108555447756
"975",-23.5314086805208
"976",200.16198410258
"977",47.2659061071969
"978",2.03545544577967
"979",-18.6977098558196
"980",151.156389015801
"981",212.62547476493
"982",102.255041824108
"983",90.2888882658274
"984",203.45840586
"985",59.0148708205244
"986",127.083130156039
"987",167.098079118006
"988",45.5827011545964
"989",67.5698159487564
"990",90.7259897904602
"991",227.1798733863
"992",116.546878163583
"993",114.290715740346
"994",48.8805866755742
"995",179.391896267832
"996",175.962278559208
"997",162.763294311396
"998",175.744023315452
"999",-52.930948107153
"1000",-21.115031356554
